"id","creationdate","score","title","tags"
52051747,2018-08-28 06:51:12,2,Spring - MongoDB,<java><database><spring><mongodb><spring-boot>
58741561,2019-11-07 03:28:00,2,Weird spring boot datasource error on start,<database><spring-boot><configuration>
65157408,2020-12-05 13:29:37,2,"Design Pattern using Spring Boot instead of DTO, Dao, Service?",<java><database><spring-boot><hibernate><design-patterns>
56231401,2019-05-21 05:03:59,2,Where to add the -ifNotExists flag to h2 start command?,<database><spring><spring-boot><h2>
63823723,2020-09-10 06:08:01,2,Create database programmatically from Spring boot application,<database><spring-boot><hibernate>
49538178,2018-03-28 15:12:15,2,"Java Spring Batch crash while using datasource, Error creating bean with name jobCompletionNotificationListener",<java><database><spring-boot><spring-batch><datasource>
42345688,2017-02-20 13:21:09,2,How to make database transactions in scheduled tasks in Spring Boot 1.4.2.RELEASE,<database><spring><spring-boot><transactions><scheduled-tasks>
64771780,2020-11-10 15:25:39,2,Updating elasticsearch entities with bulk,<java><database><spring-boot><spring-data-elasticsearch><bulkupdate>
65681662,2021-01-12 10:02:35,2,How to set Schema in mybatis for IRIS databse,<database><spring-boot><mybatis><intersystems-cache><intersystems-iris>
52660767,2018-10-05 07:48:13,2,Test after DirtiesContext has got no table,<java><database><spring-boot><spring-data-jpa><spring-test>
43007246,2017-03-24 18:59:34,2,"Hibernate unsuccesfull create table, sql syntax error",<mysql><database><hibernate><jpa><spring-boot>
48444263,2018-01-25 13:39:59,2,How to connect same entity with different tables (Spring Boot),<database><jpa><spring-boot><spring-data>
47888653,2017-12-19 14:02:07,2,ManyToMany mapping issue in Spring Boot,<java><database><hibernate><spring-boot>
35020319,2016-01-26 17:42:32,2,Spring Boot - how to retrieve selected item on drop down?,<database><spring><drop-down-menu><spring-boot>
56948330,2019-07-09 08:26:03,2,@Transactional annotation doesn't work for method,<java><database><spring-boot>
53117329,2018-11-02 11:00:39,2,Why is my micrometer gauge only be executed once after application startup?,<database><spring-boot><monitoring><aop><micrometer>
56641860,2019-06-18 04:40:37,2,Create schema and tables on demand at the runtime,<java><database><spring><hibernate><spring-boot>
62653349,2020-06-30 08:31:18,2,Why authentication provider when implementing basic auth? Spring Security,<spring><database><spring-boot><spring-security><basic-authentication>
37550838,2016-05-31 16:15:39,2,Efficient way to get the rows I've updated in Spring/Java/Oracle,<java><database><spring><oracle><spring-boot>
62241539,2020-06-07 06:07:44,1,Oracle DB Query search using IN operator for 200 000+ search strings,<database><oracle><spring-boot><hibernate><spring-data-jpa>
62250419,2020-06-07 19:15:59,1,How to run DDL after Spring auto create db?,<java><database><spring-boot><hibernate><spring-autoconfiguration>
50023085,2018-04-25 13:01:22,1,"liquibase.exception.DatabaseException: ERROR: relation ""container"" already exists",<database><hibernate><spring-boot><jpa><liquibase>
57482239,2019-08-13 16:55:54,1,How to represent set of java objects as a field of other object in database?,<java><mysql><database><spring-boot><jpa>
57494424,2019-08-14 12:09:41,1,How to trace if database become inaccessible in Spring-boot application,<java><database><spring-boot>
52923200,2018-10-22 06:03:47,1,Failed to read results from Spring-boot SQL query,<java><database><hibernate><spring-boot><clob>
50029506,2018-04-25 18:54:30,1,Creating sequence in Oracle Programmatically using JPA,<java><database><oracle><spring-boot><spring-data-jpa>
57823609,2019-09-06 14:06:42,1,Spring-boot and Hibernate: How to flush data?,<database><hibernate><spring-boot><jpa>
67510422,2021-05-12 20:13:49,1,java.sql.SQLException: No data read- jdbcTemplete,<database><oracle><spring-boot><jdbctemplate><data-access>
67516250,2021-05-13 08:34:07,1,Update/Delete violate foreign key on either side,<database><postgresql><spring-boot><database-design>
46521352,2017-10-02 07:43:41,1,How to use Microsoft Access database with spring boot and spring data,<database><ms-access><jpa><spring-boot><jdbc>
53072293,2018-10-30 20:19:19,1,Is there any way in Spring Boot to commit same data to two different data sources without duplicating the repository?,<database><spring-boot><neo4j><spring-data-neo4j>
62600239,2020-06-26 17:47:19,1,datasource.getConnection() not working in Springboot application,<java><database><spring-boot><nullpointerexception>
57953262,2019-09-16 08:45:06,1,"I am trying to connect to Oracle ATP database using JDBC thin client in an spring-boot app, but getting error: Authentication lapse",<java><database><oracle><spring-boot><oracle-cloud-infrastructure>
46266200,2017-09-17 16:14:49,1,How can I achieve multitenancy in MySql by using Java Spring,<java><mysql><database><spring-boot><database-administration>
34920607,2016-01-21 10:03:26,1,"Create h2 database with Spring Boot if it not exists, then don't delete. Desktop application",<database><spring><spring-boot><desktop-application><h2>
37281159,2016-05-17 15:58:01,1,Set @Repository to work with specific DataSource Spring-boot,<java><database><jpa><spring-boot><datasource>
37369542,2016-05-22 01:01:55,1,connecting to mysql datasource in spring boot without xml,<java><mysql><database><spring-boot>
39084648,2016-08-22 16:40:21,1,How to create a JDBC DB2 database connection URL if your database has no username or password? Getting error when fields are left blank,<database><jdbc><spring-boot><db2><database-connection>
62734140,2020-07-04 20:30:47,1,Spring boot: RabbitMq and Database management when error occurred in Exchange,<database><spring-boot><transactions><rabbitmq>
58029938,2019-09-20 14:04:49,1,"Spring Boot JPA, Repository don't delete record",<java><database><spring-boot><jpa><spring-data-jpa>
48266774,2018-01-15 16:13:33,1,Spring-boot with two EntityManager and abstract dao layer,<java><database><spring><jpa><spring-boot>
63055393,2020-07-23 13:25:29,1,Springboot 2.3.1 dynamically update Jdbc template's schema in Multi-tenant environment,<java><database><spring-boot><multi-tenant><jdbctemplate>
41441621,2017-01-03 10:40:20,1,Spring boot with Spring Security and custom database,<java><database><spring-boot><spring-security><spring-data-jpa>
62861837,2020-07-12 13:45:14,1,Hibernate entities on the same database table for read and write,<java><database><spring-boot><hibernate><jpa>
