id;creationdate;score;title;tags;notes
60709358;16.03.2020 16:06;1;Parse environment variables in dockerfile entrypoint for mvn spring-boot:run;<spring-boot><maven><docker><docker-compose>;database credentials
47364417;18.11.2017 09:18;1;How to set value from Maven to Docker Compose File;<java><maven><docker-compose><maven-plugin>;nothing found
39739271;28.09.2016 06:10;1;Mount volume not working in docker;<maven><docker><docker-compose><mount>;nothing found
64511717;24.10.2020 09:05;1;Dockerfile can't build app with Maven - No goals specified for this build;<spring><spring-boot><docker><maven><docker-compose>;executable name, config artifact, internal docker, database credentials, artifact-module name
50932259;19.06.2018 15:41;1;Spring Boot and Docker-compose setting arguments;<java><maven><docker><spring-boot><docker-compose>;executable name, port, artifact-module name, internal docker
52707667;08.10.2018 17:52;1;Docker-Compose - Control docker-compose execution order;<java><maven><docker><spring-boot><docker-compose>;executable name, port, internal docker
54315830;22.01.2019 20:15;1;Gitlab CICD - Run a mvn clean install before building a docker container;<maven><spring-boot><docker><docker-compose><centos7>;nothing found
54700920;15.02.2019 00:01;1;Is it possible to use a local Docker image in a docker-compose file for DockerComposeContainer?;<java><maven><docker><docker-compose><testcontainers>;executable name, config artifact, internal docker
67011915;08.04.2021 21:08;1;How to create containerized Spring Boot App on Raspberry Pi 4?;<spring-boot><docker><maven><docker-compose><raspberry-pi4>;executable name, database credentials, internal docker, internal docker-compose network
67091667;14.04.2021 12:20;1;Proper setup of docker compose with spring boot and postgres;<postgresql><spring-boot><docker><maven><docker-compose>;executable name, config artifact, port, database credentials, internal docker
55345182;25.03.2019 19:32;1;NoClassDefFoundError in service on startup. Is jce_policy-8.zip for security the culprit?;<java><maven><docker><docker-compose><alpine>;executable name, internal docker
55515900;04.04.2019 12:21;1;Docker Containers for Maven Multi-module Spring Boot project with Angular Frontend module;<maven><docker><docker-compose><multi-module><docker-maven-plugin>;executable name, port, database credentials, artifact-module name, internal docker
68777660;13.08.2021 19:44;0;maven repository mapping with docker volume not working;<docker><maven><docker-compose>;deleted
35858740;08.03.2016 04:04;0;How to externalize the docker container file;<java><maven><jenkins><docker><docker-compose>;nothing found
38279998;09.07.2016 08:41;0;XMLHttpRequest cannot load;<maven><spring-boot><xmlhttprequest><docker-compose>;nothing found
45853607;24.08.2017 05:30;0;How to quickly integrate the maven project into the docker;<java><maven><docker><docker-compose><dockerfile>;executable name, port, artifact-module name, internal docker, database credentials
45998700;01.09.2017 10:54;0;[Docker][Maven] How to add a local maven project as dependency to another maven project?;<java><maven><docker><docker-compose>;nothing found
48557986;01.02.2018 08:06;0;Run docker-compose up in testNG beforesuite;<java><maven><docker><docker-compose><testng>;nothing found
48591002;2018-02-02 21:18:35.027;0;mvn docker:stop not called after integration test;<maven><docker-compose><maven-failsafe-plugin><docker-maven-plugin>;nothing found
51628341;01.08.2018 08:08;0;Selenium Grid Docker-Compose automation through Jenkins;<maven><jenkins><docker-compose><selenium-grid>;nothing found
52518437;26.09.2018 13:04;0;Use docker compose with compiling;<maven><docker><compilation><docker-compose>;nothing found
54983164;04.03.2019 12:20;0;docker compose integration tests without opening ports to host;<maven><docker><jenkins><docker-compose><integration-testing>;nothing found
56261144;22.05.2019 16:17;0;Issue with spring cloud dataflow and Remote Repository: Apps are installed but i can't deploy streams;<maven><docker-compose><nexus><spring-cloud-dataflow>;nothing found
56634292;17.06.2019 15:19;0;Docker Compose unable to find Maven pom;<maven><docker><docker-compose>;database credentials
57171618;23.07.2019 20:18;0;How to automatically rebuild a Java Webapp inside Docker containers;<maven><docker><tomcat><docker-compose>;config artifact, internal docker-compose network
57676769;27.08.2019 14:21;0;"Unknown lifecycle phase ""clean install test -Dsurefire.suiteXmlFiles=testng.xml"" while running the testng xml from docker file";<maven><docker><docker-compose><dockerfile>;config artifact
