id;creationdate;score;title;tags;notes
31235146;05.07.2015 21:26;6;How to run Node.js and Ruby tests within one project on Travis CI;<node.js><ruby><rspec><travis-ci><ruby-mocha>;node version
14471666;23.01.2013 02:51;6;How to use travis-ci's .travis.yml to provide environment parameters for Node.js Application?;<node.js><environment-variables><travis-ci>;node version
28289672;03.02.2015 01:05;5;Coveralls shows 0% coverage for node.js project;<node.js><mocha.js><travis-ci><istanbul><coveralls>;node version
46184599;12.09.2017 20:09;5;How can I have Travis-CI build my electron app for multiple OSes in parallel?;<node.js><electron><travis-ci>;node version
37335910;19.05.2016 23:57;5;How to speed up CI build times when using docker?;<node.js><jenkins><docker><continuous-integration><travis-ci>;nothing found
13489301;21.11.2012 08:39;5;Failed to build and deploy node.js project with Travis-ci - No Rakefile found;<node.js><heroku><travis-ci><heroku-toolbelt>;node version
28729184;25.02.2015 20:43;5;use velocity, meteor, and travis ci;<javascript><node.js><meteor><travis-ci>;node version
21755461;13.02.2014 13:20;5;Is there a way to use ruby in a node environment on Travis CI?;<ruby><node.js><travis-ci>;node version
22024789;25.02.2014 19:56;5;Speeding up Travis-CI dependencies installation for AngularJs project;<node.js><angularjs><continuous-integration><travis-ci>;nothing found
32418722;2015-09-05 23:51:57.037;5;TravisCI is not failing my build when tests fail;<javascript><node.js><travis-ci><nodeunit>;node version
32453147;08.09.2015 08:44;5;Does Travis CI support PhoneGap application?;<javascript><node.js><cordova><ionic><travis-ci>;nothing found
49861126;16.04.2018 15:34;5;How to configure Travis CI to build Node.js without tests?;<javascript><node.js><github><travis-ci>;node version
33060069;10.10.2015 23:33;5;Why is `npm version` not committing the updated package.json?;<node.js><git><npm><travis-ci>;nothing found
24364361;23.06.2014 11:07;5;Permission denied when running npm test via mocha on Travis-CI;<node.js><mocha.js><travis-ci>;nothing found
36426062;05.04.2016 12:11;5;Karma won't run (socket.io throwing error);<node.js><angular><karma-runner><travis-ci>;nothing found
22361462;12.03.2014 19:07;4;Coveralls.io with Travis-CI;<node.js><mocha.js><travis-ci><test-coverage><coveralls>;nothing found
38414245;16.07.2016 18:24;4;Accessing Travis Secure Environment Variables Node.js/PostgreSQL;<node.js><travis-ci>;node version
31412752;14.07.2015 16:52;4;Travis - Control Which Node Version is used for NPM Installs;<node.js><npm><continuous-integration><build-process><travis-ci>;node version
50058931;27.04.2018 09:04;4;Travis failed with status code 127;<javascript><node.js><travis-ci>;nothing found
28431595;10.02.2015 12:22;4;Travis-CI cannot find relative module require;<node.js><travis-ci><commonjs>;nothing found
28405217;09.02.2015 08:01;4;How to setup OpenCL on Travis CI?;<node.js><ubuntu><opencl><travis-ci><apt-get>;nothing found
20387609;04.12.2013 22:39;4;Travis CI times out on node jasmine tests, but passes locally;<javascript><node.js><jasmine><travis-ci><jasmine-node>;node version
41399546;30.12.2016 16:36;4;Why does Travis CI report a build success even though the npm publish failed?;<node.js><travis-ci><npm-publish>;nothing found
28973210;10.03.2015 20:11;4;Testing against multiple node module versions;<node.js><npm><travis-ci>;nothing found
43120305;2017-03-30 14:07:51.083;4;How to 'skip' npm install in travis build?;<node.js><travis-ci>;nothing found
40823548;26.11.2016 21:54;4;Travis CI : unable to upgrade npm version;<node.js><npm><travis-ci><npm-install>;node version
40802732;25.11.2016 10:26;4;TravisCI failing on Node BCrypt with node-gyp errors;<node.js><travis-ci><node-gyp>;nothing found
40280924;2016-10-27 09:26:42.050;4;How to build my docker (nodejs) container in travis and run in production;<node.js><docker><travis-ci>;nothing found
48250235;14.01.2018 13:48;4;How to setup travis to skip script on particular nodejs version;<node.js><travis-ci>;node version
40192994;2016-10-22 13:56:05.017;4;Build webpack on travis ci;<node.js><travis-ci><yarnpkg>;node version
44830835;29.06.2017 16:45;4;Stop a node server in Travis CI;<node.js><travis-ci>;node version
